,accx,accy,accz,gyrox,gyroy,gyroz,heart rate
1,walk,walk,walk,walk,walk,walk,walk
2,-7.402649,15.91886,126.213806,0.0,0.0,0.0,0.0
3,-7.402649,15.91886,126.213806,-0.095581055,0.04248047,-0.035046387,0.0
4,-5.853748,12.692511,100.85046,-0.095581055,0.04248047,-0.035046387,0.0
5,-5.853748,12.692511,100.85046,0.020178223,0.19434814,-0.10938721,0.0
6,-4.6818995,9.9192915,80.457855,0.020178223,0.19434814,-0.10938721,0.0
7,-4.6818995,9.9192915,80.457855,0.13062744,0.2888672,-0.12531738,0.0
8,-4.6818995,9.9192915,80.457855,0.15611573,0.3069214,-0.11044922,0.0
9,-3.8103266,7.801424,64.12352,0.15611573,0.3069214,-0.11044922,0.0
10,-3.1642404,6.16714,51.009636,0.15611573,0.3069214,-0.11044922,0.0
11,-3.1642404,6.16714,51.009636,0.115759276,0.27506104,-0.11257324,0.0
12,-2.6404743,4.8731775,40.55401,0.115759276,0.27506104,-0.11257324,0.0
13,-2.6404743,4.8731775,40.55401,0.11151123,0.20496826,-0.10089111,0.0
14,-2.1470842,3.8625927,32.29235,0.11151123,0.20496826,-0.10089111,0.0
15,-2.1470842,3.8625927,32.29235,0.12850343,0.12531738,-0.078588866,0.0
16,-2.1470842,3.8625927,32.29235,0.09770508,0.07540283,-0.06796875,0.0
17,-1.6993937,3.0957146,25.775314,0.09770508,0.07540283,-0.06796875,0.0
18,-1.3538752,2.5153408,20.575577,0.09770508,0.07540283,-0.06796875,0.0
19,-1.3538752,2.5153408,20.575577,0.053100586,0.070092775,-0.04460449,0.0
20,-1.104743,2.033537,16.436127,0.053100586,0.070092775,-0.04460449,0.0
21,-1.104743,2.033537,16.436127,0.03079834,0.05628662,-0.023364259,0.0
22,-0.89775944,1.6155376,13.223022,0.03079834,0.05628662,-0.023364259,0.0
23,-0.89775944,1.6155376,13.223022,0.035046387,0.0021240234,-0.016992187,0.0
24,-0.6945753,1.3040752,10.733017,0.035046387,0.0021240234,-0.016992187,0.0
25,-0.6945753,1.3040752,10.733017,0.0180542,-0.05628662,-0.027612304,0.0
26,-0.4963827,1.0965443,8.703339,0.0180542,-0.05628662,-0.027612304,0.0
27,-0.4963827,1.0965443,8.703339,-0.0031860352,-0.07540283,-0.039294433,0.0
28,-0.32016468,0.9548607,7.002945,-0.0031860352,-0.07540283,-0.039294433,0.0
29,-0.32016468,0.9548607,7.002945,-0.03079834,-0.035046387,-0.038232423,0.0
30,-0.18954182,0.84064674,5.6906433,-0.03079834,-0.035046387,-0.038232423,0.0
31,-0.18954182,0.84064674,5.6906433,-0.07115479,-0.035046387,-0.04248047,0.0
32,-0.10584545,0.71375275,4.708725,-0.07115479,-0.035046387,-0.04248047,0.0
33,-0.10584545,0.71375275,4.708725,-0.09133301,-0.05522461,-0.07115479,0.0
34,-0.044099808,0.6269474,3.9025269,-0.09133301,-0.05522461,-0.07115479,0.0
35,-0.044099808,0.6269474,3.9025269,-0.1539917,-0.07115479,-0.10195313,0.0
36,-0.028114319,0.5919514,3.202118,-0.1539917,-0.07115479,-0.10195313,0.0
37,-0.028114319,0.5919514,3.202118,-0.19116211,-0.046728518,-0.124255374,0.0
38,-0.0697937,0.4788475,2.5832214,-0.19116211,-0.046728518,-0.124255374,0.0
39,-0.0697937,0.4788475,2.5832214,-0.23789063,-0.0053100586,-0.13275146,0.0
40,-0.12817383,0.1786232,2.031067,-0.23789063,-0.0053100586,-0.13275146,0.0
41,-0.12817383,0.1786232,2.031067,-0.13168946,0.010620117,-0.14230958,0.0
42,-0.12817383,0.1786232,2.031067,0.21240234,0.019116212,-0.14761963,0.0
43,-0.26589394,-0.20704079,1.4948578,0.21240234,0.019116212,-0.14761963,0.0
44,-0.4536085,-0.4078331,0.95214844,0.21240234,0.019116212,-0.14761963,0.0
45,-0.4536085,-0.4078331,0.95214844,0.4609131,0.0021240234,-0.12319336,0.0
46,-0.5031338,-0.21093369,0.5118866,0.4609131,0.0021240234,-0.12319336,0.0
47,-0.5031338,-0.21093369,0.5118866,0.37807617,-0.039294433,-0.0541626,0.0
48,-0.38801765,0.078653336,0.26004028,0.37807617,-0.039294433,-0.0541626,0.0
49,-0.38801765,0.078653336,0.26004028,0.26019287,-0.07327881,-0.040356446,0.0
50,-0.2319355,0.105196,0.15545654,0.26019287,-0.07327881,-0.040356446,0.0
51,-0.2319355,0.105196,0.15545654,0.23682861,-0.13699952,-0.032922365,0.0
52,-0.1204977,0.063734055,0.09837341,0.23682861,-0.13699952,-0.032922365,0.0
53,-0.1204977,0.063734055,0.09837341,0.2803711,-0.1539917,0.012744141,0.0
54,-0.08188343,0.13572884,0.015945435,0.2803711,-0.1539917,0.012744141,0.0
55,-0.08188343,0.13572884,0.015945435,0.25700685,-0.16036378,0.045666505,0.0
56,-0.078287125,0.30405426,-0.06436157,0.25700685,-0.16036378,0.045666505,0.0
57,-0.078287125,0.30405426,-0.06436157,0.11682129,-0.1709839,0.05628662,0.0
58,-0.07351875,0.4520321,-0.09820557,0.11682129,-0.1709839,0.05628662,0.0
59,-0.07351875,0.4520321,-0.09820557,-0.06903076,-0.20496826,0.047790527,0.0
60,-0.081459045,0.4944744,-0.12527466,-0.06903076,-0.20496826,0.047790527,0.0
61,-0.081459045,0.4944744,-0.12527466,-0.20390625,-0.2623169,0.0180542,0.0
62,-0.09027672,0.4179554,-0.2414856,-0.20390625,-0.2623169,0.0180542,0.0
63,-0.09027672,0.4179554,-0.2414856,-0.29099122,-0.28461915,0.0053100586,0.0
64,-0.103666306,0.29599762,-0.44732666,-0.29099122,-0.28461915,0.0053100586,0.0
65,-0.103666306,0.29599762,-0.44732666,-0.3345337,-0.26444092,0.011682129,0.0
66,-0.15760326,0.17174721,-0.6168213,-0.3345337,-0.26444092,0.011682129,0.0
67,-0.15760326,0.17174721,-0.6168213,-0.41418457,-0.29948732,0.0010620117,0.0
68,-0.2752161,0.121126175,-0.71406555,-0.41418457,-0.29948732,0.0010620117,0.0
69,-0.2752161,0.121126175,-0.71406555,-0.6159668,-0.38975832,-0.052038576,0.0
70,-0.3886671,0.24273872,-0.8397064,-0.6159668,-0.38975832,-0.052038576,0.0
71,-0.3886671,0.24273872,-0.8397064,-0.97492677,-0.50445557,-0.11682129,0.0
72,-0.43859482,0.50805855,-1.0334167,-0.97492677,-0.50445557,-0.11682129,0.0
73,-0.43859482,0.50805855,-1.0334167,-1.4432739,-0.6403931,-0.2081543,0.0
74,-0.42682743,0.753664,-1.2353516,-1.4432739,-0.6403931,-0.2081543,0.0
75,-0.42682743,0.753664,-1.2353516,-1.9296753,-0.79013675,-0.3334717,0.0
